 &plot nbnd=  30, nks=    31 /
            0.000000  0.000000  0.000000
  -12.076  -12.062   18.222   18.461   35.457   35.457   35.579   35.579   40.230   42.583
   50.806   50.806   50.819   50.819   54.507   59.447   66.251   66.251   66.326   66.326
   69.987   70.815   70.950   74.305   87.759   88.466   88.466   88.476   88.476   88.627
            0.050000  0.028868  0.000000
  -11.932  -11.919   18.325   18.567   34.227   34.259   35.011   35.047   40.735   43.071
   50.622   50.648   51.461   51.566   54.610   59.863   65.155   65.349   66.022   66.181
   70.350   71.816   72.035   74.728   86.611   87.099   88.775   88.826   90.638   90.992
            0.100000  0.057735  0.000000
  -11.502  -11.488   18.646   18.881   31.411   31.501   33.883   33.932   41.501   43.744
   50.217   50.777   53.545   53.585   54.889   61.125   62.792   63.350   65.786   65.928
   71.016   74.175   74.999   76.410   85.725   86.248   89.739   89.986   92.856   94.412
            0.150000  0.086603  0.000000
  -10.788  -10.775   19.166   19.390   27.950   28.019   32.456   32.514   42.012   43.794
   49.881   51.389   55.166   56.437   56.477   59.913   60.971   63.053   65.387   65.543
   71.758   76.229   79.211   80.229   84.985   85.581   90.780   91.243   91.549   95.534
            0.200000  0.115470  0.000000
   -9.800   -9.787   19.860   20.065   24.208   24.226   30.991   31.040   42.156   43.356
   49.904   52.487   54.721   56.718   59.365   59.927   59.983   64.861   65.083   65.407
   72.607   78.176   83.644   84.214   84.883   85.030   87.728   92.662   93.114   93.565
            0.250000  0.144338  0.000000
   -8.545   -8.533   20.464   20.490   20.690   20.873   29.646   29.708   41.960   42.705
   50.620   52.914   53.812   54.016   59.587   63.953   64.116   64.445   64.653   68.034
   73.581   79.552   83.418   83.592   84.319   87.129   90.418   90.463   92.262   94.675
            0.300000  0.173205  0.000000
   -7.040   -7.034   16.783   16.820   21.599   21.781   28.485   28.549   41.619   42.005
   50.640   51.166   51.932   55.737   60.831   64.037   64.226   68.409   68.501   70.759
   74.710   77.845   82.467   82.859   83.755   86.655   86.907   93.128   93.637   95.531
            0.350000  0.202073  0.000000
   -5.335   -5.330   13.352   13.378   22.511   22.656   27.557   27.618   41.159   41.393
   48.489   48.870   53.582   57.573   62.570   63.687   63.862   72.889   73.023   73.156
   74.879   75.426   81.162   81.554   83.222   84.556   88.309   92.768   93.181   94.134
            0.400000  0.230940  0.000000
   -3.517   -3.515   10.291   10.308   23.316   23.421   26.871   26.934   40.743   40.892
   46.734   47.084   55.530   59.190   63.442   63.591   64.666   71.865   73.816   74.752
   77.832   78.167   80.360   81.484   82.709   83.800   90.603   90.793   91.994   94.057
            0.450000  0.259808  0.000000
   -1.857   -1.846    7.859    7.873   23.895   23.940   26.461   26.512   40.495   40.581
   45.569   45.917   57.455   60.041   63.280   63.412   67.088   70.175   72.445   72.551
   80.616   82.319   82.529   83.019   83.439   84.269   88.100   91.133   91.405   93.326
            0.500000  0.288675  0.000000
   -1.072   -1.060    6.817    6.835   24.101   24.146   26.282   26.341   40.420   40.450
   45.186   45.484   58.707   59.914   63.224   63.297   69.367   69.771   70.120   71.692
   80.780   82.194   85.182   85.275   85.779   85.820   85.846   89.747   90.149   92.307
            0.516667  0.336788  0.000000
   -1.401   -1.392    7.346    7.359   24.025   24.073   25.937   25.948   40.989   41.039
   45.361   45.690   58.083   60.079   63.128   63.194   68.007   69.979   71.644   72.106
   80.833   82.385   82.724   83.740   84.827   84.849   87.369   89.930   90.385   92.516
            0.533333  0.384900  0.000000
   -2.195   -2.188    8.721    8.731   23.806   23.882   24.905   24.920   42.550   42.610
   45.864   46.222   57.018   59.899   62.770   62.804   66.567   70.824   72.725   73.553
   78.703   79.768   80.716   82.902   83.660   84.652   89.060   89.174   90.694   93.342
            0.550000  0.433013  0.000000
   -3.132   -3.126   10.609   10.634   23.499   23.581   23.608   23.613   44.643   44.846
   46.698   47.014   55.975   59.190   62.181   62.383   65.442   71.418   72.302   74.997
   75.330   77.524   80.627   82.362   83.608   85.328   87.897   90.350   91.136   93.928
            0.566667  0.481125  0.000000
   -4.039   -4.034   12.773   12.789   22.244   22.280   23.140   23.283   46.873   47.301
   47.579   47.940   55.120   57.920   61.563   61.995   64.575   67.732   70.836   74.657
   76.361   77.933   81.110   81.161   84.364   86.414   86.944   89.696   92.826   93.366
            0.583333  0.529238  0.000000
   -4.823   -4.815   14.956   14.968   21.185   21.237   22.792   22.950   48.435   48.641
   48.829   49.653   54.702   56.126   61.079   61.825   63.968   64.094   67.872   76.495
   76.822   78.350   80.311   82.271   84.888   86.685   87.507   89.110   92.798   93.241
            0.600000  0.577350  0.000000
   -5.436   -5.428   16.454   16.465   21.073   21.142   22.491   22.662   48.915   49.163
   49.552   50.671   54.516   54.752   60.942   61.936   62.134   63.602   66.457   76.220
   77.291   79.618   79.714   83.163   85.326   87.153   88.161   89.027   92.322   93.031
            0.616667  0.625463  0.000000
   -5.865   -5.855   16.492   16.498   22.264   22.421   22.620   22.675   47.438   48.583
   49.511   49.936   53.762   55.258   61.028   62.389   63.015   63.454   66.600   75.780
   76.245   78.747   81.526   83.068   85.294   87.614   88.036   89.625   91.536   93.444
            0.633333  0.673575  0.000000
   -6.088   -6.082   15.827   15.858   22.136   22.298   24.951   24.970   44.886   45.467
   49.605   50.038   53.113   56.048   61.322   63.007   63.579   65.689   68.058   75.075
   75.475   77.660   82.396   82.539   84.617   87.006   88.519   89.223   92.729   94.502
            0.650000  0.721688  0.000000
   -6.108   -6.103   15.098   15.119   22.118   22.280   27.030   27.079   42.439   42.727
   49.468   49.898   52.865   56.591   61.641   63.593   63.897   68.796   70.120   73.717
   75.279   76.605   81.977   82.279   83.771   85.842   87.775   91.129   94.402   94.473
            0.666667  0.769800  0.000000
   -5.923   -5.918   14.460   14.487   22.212   22.369   27.839   27.900   41.304   41.580
   49.161   49.565   52.990   56.936   61.946   63.792   63.974   71.458   71.575   72.310
   75.271   75.840   81.612   81.986   83.349   85.155   87.571   93.041   93.924   94.008
            0.600000  0.692820  0.000000
   -4.940   -4.933   13.624   13.641   22.717   22.858   24.296   24.323   44.803   45.188
   48.287   48.671   54.127   57.430   61.973   62.723   63.853   68.125   70.733   75.123
   75.922   77.093   81.455   81.563   84.224   85.919   88.274   90.051   92.757   93.502
            0.533333  0.615840  0.000000
   -3.200   -3.191   13.083   13.088   18.859   18.903   23.523   23.648   47.123   47.511
   50.846   51.962   56.284   57.182   60.546   60.918   65.222   65.482   69.211   75.555
   77.226   77.876   79.192   81.122   83.776   85.422   87.526   88.876   92.415   93.903
            0.466667  0.538860  0.000000
   -0.980   -0.976   10.812   10.831   16.400   16.417   24.301   24.392   45.827   46.181
   53.649   54.514   58.314   59.027   59.644   59.897   67.089   68.149   70.149   73.783
   75.315   76.630   77.860   79.861   82.673   83.819   87.737   89.471   91.693   91.709
            0.400000  0.461880  0.000000
    0.272    0.287    8.280    8.289   17.423   17.458   24.594   24.643   45.196   45.544
   51.814   52.078   59.576   59.878   60.017   60.725   71.014   71.497   71.851   71.884
   73.189   73.880   79.561   81.448   82.475   83.250   87.496   87.651   89.786   92.077
            0.333333  0.384900  0.000000
   -1.891   -1.884   10.262   10.286   19.730   19.763   23.982   24.076   46.138   46.450
   49.181   49.573   57.287   59.558   60.783   60.971   67.003   69.496   72.318   73.086
   75.516   76.629   80.623   80.884   83.516   85.720   86.896   89.912   91.271   92.146
            0.266667  0.307920  0.000000
   -5.214   -5.207   14.853   14.884   22.594   22.739   22.865   22.903   46.752   47.471
   48.735   49.111   54.097   56.467   61.408   62.309   63.719   65.368   68.450   76.066
   76.214   77.687   81.349   82.149   84.802   87.033   87.408   89.804   92.299   93.363
            0.200000  0.230940  0.000000
   -8.127   -8.116   20.460   20.466   20.955   21.132   26.692   26.725   44.631   45.915
   51.638   52.452   53.258   53.510   59.743   60.950   63.279   63.729   64.063   71.058
   74.017   81.004   83.803   84.075   85.311   87.268   90.934   91.315   91.711   93.723
            0.133333  0.153960  0.000000
  -10.299  -10.286   19.514   19.729   26.473   26.556   30.702   30.727   42.895   44.815
   50.439   51.433   55.137   56.757   57.896   58.349   59.964   64.903   64.970   65.196
   72.225   77.754   81.691   82.531   84.948   85.630   89.861   91.783   92.052   92.984
            0.066667  0.076980  0.000000
  -11.629  -11.615   18.553   18.789   32.231   32.312   34.086   34.147   41.390   43.702
   50.433   50.663   52.849   53.000   54.813   60.790   63.427   63.892   65.949   65.983
   70.856   73.616   74.160   75.824   85.965   86.439   89.397   89.570   93.031   93.442
            0.000000  0.000000  0.000000
  -12.076  -12.062   18.222   18.461   35.457   35.457   35.579   35.579   40.230   42.583
   50.806   50.806   50.819   50.819   54.507   59.447   66.251   66.251   66.326   66.326
   69.987   70.815   70.950   74.305   87.759   88.466   88.466   88.476   88.476   88.627
